location,year,sex,age_start,age_end,bbbm_test_count,bbbm_positive_test_count,treatment_initiation_count
Spain,2092,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2092,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2092,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2092,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2092,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2092,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Spain,2093,Female,60.0,65.0,327754.28061787493,32775.42806178749,22942.799643251245
Spain,2093,Female,65.0,70.0,265480.9673004786,26548.096730047866,18583.667711033504
Spain,2093,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2093,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2093,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2093,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2093,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2093,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Spain,2094,Female,60.0,65.0,327754.28061787493,32775.42806178749,22942.799643251245
Spain,2094,Female,65.0,70.0,265480.9673004786,26548.096730047866,18583.667711033504
Spain,2094,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2094,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2094,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2094,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2094,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2094,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Spain,2095,Female,60.0,65.0,327754.28061787493,32775.42806178749,22942.799643251245
Spain,2095,Female,65.0,70.0,265480.9673004786,26548.096730047866,18583.667711033504
Spain,2095,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2095,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2095,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2095,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2095,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2095,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Spain,2096,Female,60.0,65.0,327754.28061787493,32775.42806178749,22942.799643251245
Spain,2096,Female,65.0,70.0,265480.9673004786,26548.096730047866,18583.667711033504
Spain,2096,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2096,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2096,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2096,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2096,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2096,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Spain,2097,Female,60.0,65.0,327754.28061787493,32775.42806178749,22942.799643251245
Spain,2097,Female,65.0,70.0,265480.9673004786,26548.096730047866,18583.667711033504
Spain,2097,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2097,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2097,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2097,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2097,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2097,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Spain,2098,Female,60.0,65.0,327754.28061787493,32775.42806178749,22942.799643251245
Spain,2098,Female,65.0,70.0,265480.9673004786,26548.096730047866,18583.667711033504
Spain,2098,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2098,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2098,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2098,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2098,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2098,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Spain,2099,Female,60.0,65.0,327754.28061787493,32775.42806178749,22942.799643251245
Spain,2099,Female,65.0,70.0,265480.9673004786,26548.096730047866,18583.667711033504
Spain,2099,Female,70.0,75.0,113178.7281649409,11317.872816494091,7922.510971545863
Spain,2099,Female,75.0,80.0,193535.62516204896,19353.562516204896,13547.493761343427
Spain,2099,Male,60.0,65.0,299640.4550126294,29964.04550126294,20974.83185088406
Spain,2099,Male,65.0,70.0,242708.7685602298,24270.87685602298,16989.613799216088
Spain,2099,Male,70.0,75.0,103470.58028094006,10347.058028094007,7242.940619665804
Spain,2099,Male,75.0,80.0,176934.69228040753,17693.469228040754,12385.428459628525
Sweden,2021,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2021,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2021,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2021,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2021,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2021,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2021,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2021,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2022,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2022,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2022,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2022,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2022,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2022,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2022,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2022,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2023,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2023,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2023,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2023,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2023,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2023,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2023,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2023,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2024,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2024,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2024,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2024,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2024,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2024,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2024,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2024,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2025,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2025,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2025,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2025,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2025,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2025,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2025,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2025,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2026,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2026,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2026,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2026,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2026,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2026,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2026,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2026,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2027,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2027,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2027,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2027,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2027,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2027,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2027,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2027,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2028,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2028,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2028,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2028,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2028,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2028,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2028,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2028,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2029,Female,60.0,65.0,0.0,0.0,0.0
Sweden,2029,Female,65.0,70.0,0.0,0.0,0.0
Sweden,2029,Female,70.0,75.0,0.0,0.0,0.0
Sweden,2029,Female,75.0,80.0,0.0,0.0,0.0
Sweden,2029,Male,60.0,65.0,0.0,0.0,0.0
Sweden,2029,Male,65.0,70.0,0.0,0.0,0.0
Sweden,2029,Male,70.0,75.0,0.0,0.0,0.0
Sweden,2029,Male,75.0,80.0,0.0,0.0,0.0
Sweden,2030,Female,60.0,65.0,32017.969003324713,3201.7969003324715,1280.7187601329888
Sweden,2030,Female,65.0,70.0,28123.04817075701,2812.304817075701,1124.9219268302807
Sweden,2030,Female,70.0,75.0,24848.03656424876,2484.8036564248764,993.9214625699506
Sweden,2030,Female,75.0,80.0,21670.08944630127,2167.008944630127,866.8035778520509
Sweden,2030,Male,60.0,65.0,32230.55899961739,3223.055899961739,1289.2223599846957
Sweden,2030,Male,65.0,70.0,28340.102185793523,2834.0102185793526,1133.6040874317412
Sweden,2030,Male,70.0,75.0,24961.93990919793,2496.193990919793,998.4775963679173
Sweden,2030,Male,75.0,80.0,21383.366574407228,2138.3366574407232,855.3346629762893
Sweden,2031,Female,60.0,65.0,12883.045301627444,1288.3045301627444,592.6200838748625
Sweden,2031,Female,65.0,70.0,5780.915586912481,578.0915586912481,265.9221169979741
Sweden,2031,Female,70.0,75.0,4944.629354695053,494.4629354695053,227.45295031597243
Sweden,2031,Female,75.0,80.0,4341.92307476158,434.192307476158,199.72846143903269
Sweden,2031,Male,60.0,65.0,12886.335742256482,1288.6335742256483,592.7714441437982
Sweden,2031,Male,65.0,70.0,5836.2326744480015,583.6232674448001,268.4667030246081
Sweden,2031,Male,70.0,75.0,4971.847403864297,497.1847403864298,228.7049805777577
Sweden,2031,Male,75.0,80.0,4306.254710876937,430.62547108769377,198.08771670033912
Sweden,2032,Female,60.0,65.0,14188.92738573303,1418.892738573303,737.8242240581176
Sweden,2032,Female,65.0,70.0,5925.222257201317,592.5222257201317,308.1115573744685
Sweden,2032,Female,70.0,75.0,4949.3675348921915,494.93675348921914,257.367111814394
Sweden,2032,Female,75.0,80.0,4354.236042906494,435.42360429064945,226.4202742311377
Sweden,2032,Male,60.0,65.0,14148.252206651068,1414.8252206651068,735.7091147458556
Sweden,2032,Male,65.0,70.0,5988.331033217657,598.8331033217657,311.3932137273182
Sweden,2032,Male,70.0,75.0,4983.978962962535,498.39789629625346,259.16690607405184
Sweden,2032,Male,75.0,80.0,4340.208185037257,434.02081850372576,225.6908256219374
Sweden,2033,Female,60.0,65.0,27145.53536554906,2714.5535365549067,1574.4410512018458
Sweden,2033,Female,65.0,70.0,33995.49456705714,3399.5494567057144,1971.738684889314
Sweden,2033,Female,70.0,75.0,28657.391338422007,2865.7391338422008,1662.1286976284762
Sweden,2033,Female,75.0,80.0,25631.835289943665,2563.1835289943665,1486.6464468167326
Sweden,2033,Male,60.0,65.0,27083.367780443594,2708.3367780443596,1570.8353312657284
Sweden,2033,Male,65.0,70.0,34338.1679166624,3433.8167916662405,1991.6137391664192
Sweden,2033,Male,70.0,75.0,28819.077437653206,2881.9077437653204,1671.5064913838858
Sweden,2033,Male,75.0,80.0,25619.89228626682,2561.9892286266822,1485.9537526034753
Sweden,2034,Female,60.0,65.0,24979.015859358176,2497.901585935818,1598.6570149989232
Sweden,2034,Female,65.0,70.0,11768.222195973736,1176.8222195973738,753.166220542319
Sweden,2034,Female,70.0,75.0,9895.421269998471,989.5421269998471,633.3069612799021
Sweden,2034,Female,75.0,80.0,8656.448547693697,865.6448547693697,554.0127070523965
Sweden,2034,Male,60.0,65.0,24825.190944315742,2482.5190944315746,1588.8122204362076
Sweden,2034,Male,65.0,70.0,11874.773012790305,1187.4773012790306,759.9854728185795
Sweden,2034,Male,70.0,75.0,9987.409438643586,998.7409438643587,639.1942040731894
Sweden,2034,Male,75.0,80.0,8700.374916957615,870.0374916957616,556.8239946852873
Sweden,2035,Female,60.0,65.0,27483.792604472757,2748.3792604472756,1923.865482313093
Sweden,2035,Female,65.0,70.0,11834.585454123604,1183.4585454123603,828.4209817886522
Sweden,2035,Female,70.0,75.0,10142.84321401468,1014.284321401468,709.9990249810276
Sweden,2035,Female,75.0,80.0,8696.211318325708,869.6211318325709,608.7347922827995
Sweden,2035,Male,60.0,65.0,27257.236514122997,2725.7236514122997,1908.0065559886098
Sweden,2035,Male,65.0,70.0,11915.139390359831,1191.5139390359832,834.0597573251881
Sweden,2035,Male,70.0,75.0,10261.565499639382,1026.1565499639382,718.3095849747567
Sweden,2035,Male,75.0,80.0,8780.697226954431,878.0697226954433,614.6488058868102
Sweden,2036,Female,60.0,65.0,36418.54736396532,3641.8547363965326,2549.2983154775725
Sweden,2036,Female,65.0,70.0,38860.61122807159,3886.0611228071593,2720.2427859650115
Sweden,2036,Female,70.0,75.0,39474.07573989198,3947.4075739891978,2763.1853017924386
Sweden,2036,Female,75.0,80.0,33455.80632905484,3345.580632905484,2341.9064430338385
Sweden,2036,Male,60.0,65.0,36056.611744303955,3605.6611744303955,2523.9628221012763
Sweden,2036,Male,65.0,70.0,39048.71466958035,3904.8714669580354,2733.4100268706243
Sweden,2036,Male,70.0,75.0,39923.72366606194,3992.372366606194,2794.6606566243354
Sweden,2036,Male,75.0,80.0,33705.2666685403,3370.5266668540303,2359.368666797821
Sweden,2037,Female,60.0,65.0,40177.41649738876,4017.7416497388763,2812.419154817213
Sweden,2037,Female,65.0,70.0,27424.994547264618,2742.499454726462,1919.7496183085232
Sweden,2037,Female,70.0,75.0,21071.73247512523,2107.173247512523,1475.021273258766
Sweden,2037,Female,75.0,80.0,17152.784364896266,1715.278436489627,1200.6949055427388
Sweden,2037,Male,60.0,65.0,39709.49412603855,3970.949412603855,2779.664588822698
Sweden,2037,Male,65.0,70.0,27438.059986821943,2743.8059986821945,1920.664199077536
Sweden,2037,Male,70.0,75.0,21380.811511006,2138.0811511006,1496.65680577042
Sweden,2037,Male,75.0,80.0,17376.039876947452,1737.6039876947452,1216.3227913863216
Sweden,2038,Female,60.0,65.0,43843.2133689338,4384.32133689338,3069.024935825366
Sweden,2038,Female,65.0,70.0,28488.426231413807,2848.842623141381,1994.1898361989665
Sweden,2038,Female,70.0,75.0,21497.756630959702,2149.7756630959702,1504.8429641671792
Sweden,2038,Female,75.0,80.0,17323.721086759313,1732.3721086759315,1212.660476073152
Sweden,2038,Male,60.0,65.0,43265.94476085427,4326.594476085427,3028.6161332597994
Sweden,2038,Male,65.0,70.0,28419.321300531723,2841.932130053172,1989.3524910372205
Sweden,2038,Male,70.0,75.0,21817.485592507455,2181.7485592507455,1527.2239914755219
Sweden,2038,Male,75.0,80.0,17600.180848125925,1760.0180848125926,1232.0126593688146
Sweden,2039,Female,60.0,65.0,49780.42749857262,4978.042749857263,3484.629924900083
Sweden,2039,Female,65.0,70.0,40001.96525305798,4000.196525305798,2800.1375677140586
Sweden,2039,Female,70.0,75.0,50228.9617032099,5022.89617032099,3516.0273192246927
Sweden,2039,Female,75.0,80.0,41810.75455356224,4181.075455356225,2926.752818749357
Sweden,2039,Male,60.0,65.0,49062.91226904612,4906.291226904614,3434.4038588332287
Sweden,2039,Male,65.0,70.0,39828.280429606486,3982.828042960649,2787.979630072454
Sweden,2039,Male,70.0,75.0,50796.8116629628,5079.68116629628,3555.776816407396
Sweden,2039,Male,75.0,80.0,42343.66194961318,4234.366194961319,2964.056336472923
Sweden,2040,Female,60.0,65.0,54515.68309385936,5451.568309385936,3816.097816570155
Sweden,2040,Female,65.0,70.0,42068.76373693378,4206.876373693378,2944.8134615853646
Sweden,2040,Female,70.0,75.0,31978.457931224893,3197.8457931224893,2238.4920551857426
Sweden,2040,Female,75.0,80.0,26694.676714520392,2669.467671452039,1868.6273700164274
Sweden,2040,Male,60.0,65.0,53666.078943734086,5366.607894373409,3756.625526061386
Sweden,2040,Male,65.0,70.0,41797.54648969808,4179.754648969808,2925.828254278865
Sweden,2040,Male,70.0,75.0,32325.359382789127,3232.535938278913,2262.775156795239
Sweden,2040,Male,75.0,80.0,27220.770615057314,2722.0770615057313,1905.453943054012
Sweden,2041,Female,60.0,65.0,59305.30297538277,5930.530297538277,4151.371208276794
Sweden,2041,Female,65.0,70.0,44156.056050422914,4415.605605042292,3090.923923529604
Sweden,2041,Female,70.0,75.0,32059.89405833948,3205.9894058339482,2244.1925840837634
Sweden,2041,Female,75.0,80.0,27532.600253065124,2753.260025306513,1927.2820177145588
Sweden,2041,Male,60.0,65.0,58326.97500246185,5832.697500246185,4082.888250172329
Sweden,2041,Male,65.0,70.0,43795.05122358284,4379.505122358285,3065.653585650799
Sweden,2041,Male,70.0,75.0,32326.899450618275,3232.689945061828,2262.882961543279
Sweden,2041,Male,75.0,80.0,28143.172576024604,2814.3172576024604,1970.0220803217221
Sweden,2042,Female,60.0,65.0,64255.38868248664,6425.538868248664,4497.877207774064
Sweden,2042,Female,65.0,70.0,50397.53469093434,5039.753469093435,3527.8274283654046
Sweden,2042,Female,70.0,75.0,49840.97718447806,4984.097718447807,3488.8684029134647
Sweden,2042,Female,75.0,80.0,52703.67207102447,5270.367207102447,3689.2570449717127
Sweden,2042,Male,60.0,65.0,63166.67527436117,6316.667527436117,4421.667269205282
Sweden,2042,Male,65.0,70.0,49905.557785502606,4990.5557785502615,3493.389044985183
Sweden,2042,Male,70.0,75.0,50077.017283886904,5007.701728388691,3505.3912098720834
Sweden,2042,Male,75.0,80.0,53647.70692671412,5364.770692671412,3755.339484869988
Sweden,2043,Female,60.0,65.0,69439.09847561205,6943.9098475612045,4860.736893292843
Sweden,2043,Female,65.0,70.0,53429.273191324246,5342.927319132425,3740.0491233926973
Sweden,2043,Female,70.0,75.0,43964.65477788268,4396.465477788268,3077.5258344517874
Sweden,2043,Female,75.0,80.0,37644.92022052691,3764.492022052692,2635.144415436884
Sweden,2043,Male,60.0,65.0,68269.2424755572,6826.92424755572,4778.846973289004
Sweden,2043,Male,65.0,70.0,52829.883723770334,5282.988372377034,3698.0918606639234
Sweden,2043,Male,70.0,75.0,44047.26933509227,4404.726933509228,3083.308853456459
Sweden,2043,Male,75.0,80.0,38463.99169575845,3846.3991695758455,2692.4794187030916
Sweden,2044,Female,60.0,65.0,74990.18250898077,7499.018250898076,5249.312775628653
Sweden,2044,Female,65.0,70.0,56346.36820330066,5634.636820330067,3944.2457742310467
Sweden,2044,Female,70.0,75.0,44901.92174145303,4490.192174145303,3143.134521901712
Sweden,2044,Female,75.0,80.0,38208.51966167695,3820.8519661676955,2674.596376317387
Sweden,2044,Male,60.0,65.0,73761.90287012565,7376.190287012566,5163.333200908795
Sweden,2044,Male,65.0,70.0,55639.697307147195,5563.96973071472,3894.778811500304
Sweden,2044,Male,70.0,75.0,44884.42016428578,4488.442016428578,3141.909411500005
Sweden,2044,Male,75.0,80.0,39017.139331605635,3901.7139331605636,2731.199753212394
Sweden,2045,Female,60.0,65.0,80985.75634461582,8098.575634461582,5669.002944123107
Sweden,2045,Female,65.0,70.0,60137.38654898871,6013.738654898871,4209.6170584292095
Sweden,2045,Female,70.0,75.0,50538.90447205936,5053.890447205937,3537.723313044155
Sweden,2045,Female,75.0,80.0,61871.46196637886,6187.1461966378865,4331.002337646521
Sweden,2045,Male,60.0,65.0,79715.79966988676,7971.5799669886765,5580.105976892073
Sweden,2045,Male,65.0,70.0,59311.92734024408,5931.192734024408,4151.834913817086
Sweden,2045,Male,70.0,75.0,50401.47618863497,5040.147618863498,3528.103333204448
Sweden,2045,Male,75.0,80.0,62792.09523412254,6279.209523412254,4395.446666388578
Sweden,2046,Female,60.0,65.0,74236.85187659643,7423.685187659641,5196.579631361749
Sweden,2046,Female,65.0,70.0,51553.05477726484,5155.305477726485,3608.7138344085392
Sweden,2046,Female,70.0,75.0,39802.91587114618,3980.291587114618,2786.204110980232
Sweden,2046,Female,75.0,80.0,40150.75030346004,4015.075030346004,2810.5525212422026
Sweden,2046,Male,60.0,65.0,73117.36927134516,7311.736927134516,5118.215848994161
Sweden,2046,Male,65.0,70.0,50745.62421661817,5074.562421661817,3552.1936951632715
Sweden,2046,Male,70.0,75.0,39520.807063706045,3952.0807063706047,2766.456494459423
Sweden,2046,Male,75.0,80.0,40524.26517287915,4052.4265172879154,2836.6985621015406
Sweden,2047,Female,60.0,65.0,78328.66220743973,7832.866220743974,5483.006354520781
Sweden,2047,Female,65.0,70.0,55437.846039193246,5543.784603919325,3880.649222743527
Sweden,2047,Female,70.0,75.0,40721.82818424734,4072.1828184247333,2850.5279728973132
Sweden,2047,Female,75.0,80.0,40979.12945934152,4097.912945934152,2868.5390621539063
Sweden,2047,Male,60.0,65.0,77166.8693254684,7716.68693254684,5401.680852782787
Sweden,2047,Male,65.0,70.0,54525.72211830228,5452.572211830228,3816.8005482811595
Sweden,2047,Male,70.0,75.0,40375.59324073165,4037.5593240731655,2826.2915268512156
Sweden,2047,Male,75.0,80.0,41247.32721267377,4124.732721267377,2887.312904887164
Sweden,2048,Female,60.0,65.0,82999.33610149423,8299.933610149425,5809.953527104597
Sweden,2048,Female,65.0,70.0,59503.75144379124,5950.375144379124,4165.262601065387
Sweden,2048,Female,70.0,75.0,44129.2305122627,4412.92305122627,3089.0461358583893
Sweden,2048,Female,75.0,80.0,52812.263247833645,5281.226324783365,3696.8584273483552
Sweden,2048,Male,60.0,65.0,81761.17591574215,8176.117591574215,5723.282314101951
Sweden,2048,Male,65.0,70.0,58505.900166411455,5850.590016641146,4095.4130116488022
Sweden,2048,Male,70.0,75.0,43695.10017095791,4369.510017095791,3058.657011967053
Sweden,2048,Male,75.0,80.0,52984.57532443493,5298.457532443494,3708.9202727104453
Sweden,2049,Female,60.0,65.0,83065.86709647109,8306.586709647108,5814.610696752976
Sweden,2049,Female,65.0,70.0,52343.078963730775,5234.307896373079,3664.0155274611543
Sweden,2049,Female,70.0,75.0,34774.096453460166,3477.4096453460165,2434.1867517422115
Sweden,2049,Female,75.0,80.0,41465.10422043629,4146.51042204363,2902.5572954305403
Sweden,2049,Male,60.0,65.0,81794.78150399736,8179.478150399737,5725.6347052798155
Sweden,2049,Male,65.0,70.0,51456.86128958099,5145.686128958099,3601.9802902706697
Sweden,2049,Male,70.0,75.0,34329.86509385341,3432.9865093853414,2403.0905565697385
Sweden,2049,Male,75.0,80.0,41359.26930607221,4135.926930607221,2895.1488514250545
Sweden,2050,Female,60.0,65.0,85594.11394233158,8559.411394233159,5991.587975963211
Sweden,2050,Female,65.0,70.0,56851.4203878736,5685.14203878736,3979.5994271511518
Sweden,2050,Female,70.0,75.0,36332.236602597506,3633.223660259751,2543.2565621818253
Sweden,2050,Female,75.0,80.0,43023.307562397065,4302.330756239707,3011.6315293677944
Sweden,2050,Male,60.0,65.0,84244.78178444589,8424.478178444591,5897.134724911213
Sweden,2050,Male,65.0,70.0,55920.64450042602,5592.064450042602,3914.445115029821
Sweden,2050,Male,70.0,75.0,35824.72963807879,3582.4729638078793,2507.7310746655153
Sweden,2050,Male,75.0,80.0,42830.23494513895,4283.0234945138955,2998.1164461597264
Sweden,2051,Female,60.0,65.0,87032.02702823354,8703.202702823355,6092.241891976348
Sweden,2051,Female,65.0,70.0,61698.17213805885,6169.817213805885,4318.87204966412
Sweden,2051,Female,70.0,75.0,37867.428597752776,3786.7428597752773,2650.720001842694
Sweden,2051,Female,75.0,80.0,48384.86783596893,4838.486783596893,3386.9407485178253
Sweden,2051,Male,60.0,65.0,85618.98595782762,8561.898595782764,5993.329017047934
Sweden,2051,Male,65.0,70.0,60735.126524194246,6073.512652419424,4251.458856693596
Sweden,2051,Male,70.0,75.0,37298.91196434736,3729.8911964347362,2610.923837504315
Sweden,2051,Male,75.0,80.0,48076.800597190304,4807.68005971903,3365.3760418033216
Sweden,2052,Female,60.0,65.0,88529.01610717367,8852.901610717367,6197.031127502156
Sweden,2052,Female,65.0,70.0,58257.1098393774,5825.710983937741,4077.9976887564185
Sweden,2052,Female,70.0,75.0,29379.52241626449,2937.9522416264494,2056.5665691385143
Sweden,2052,Female,75.0,80.0,41000.62919041962,4100.062919041962,2870.0440433293734
Sweden,2052,Male,60.0,65.0,87052.21635577027,8705.221635577027,6093.655144903919
Sweden,2052,Male,65.0,70.0,57382.64668112966,5738.264668112966,4016.7852676790762
Sweden,2052,Male,70.0,75.0,28886.737917200717,2888.6737917200717,2022.07165420405
Sweden,2052,Male,75.0,80.0,40587.74138128842,4058.7741381288415,2841.141896690189
Sweden,2053,Female,60.0,65.0,89811.52088486368,8981.15208848637,6286.806461940458
Sweden,2053,Female,65.0,70.0,61549.94671452658,6154.994671452659,4308.49627001686
Sweden,2053,Female,70.0,75.0,31106.579725239564,3110.6579725239567,2177.4605807667695
Sweden,2053,Female,75.0,80.0,43165.63759716471,4316.5637597164705,3021.5946318015294
Sweden,2053,Male,60.0,65.0,88297.64526242572,8829.764526242572,6180.835168369801
Sweden,2053,Male,65.0,70.0,60639.47893675526,6063.947893675526,4244.763525572867
Sweden,2053,Male,70.0,75.0,30570.768423139725,3057.0768423139725,2139.9537896197808
Sweden,2053,Male,75.0,80.0,42669.69914161958,4266.9699141619585,2986.8789399133702
Sweden,2054,Female,60.0,65.0,89811.52088486368,8981.15208848637,6286.806461940458
Sweden,2054,Female,65.0,70.0,65304.69574570867,6530.469574570867,4571.3287021996075
Sweden,2054,Female,70.0,75.0,33006.53607940429,3300.653607940429,2310.4575255583004
Sweden,2054,Female,75.0,80.0,46643.14949900622,4664.314949900623,3265.0204649304355
Sweden,2054,Male,60.0,65.0,88297.64526242572,8829.764526242572,6180.835168369801
Sweden,2054,Male,65.0,70.0,64330.21826727774,6433.021826727774,4503.115278709442
Sweden,2054,Male,70.0,75.0,32444.744845841116,3244.474484584112,2271.132139208878
Sweden,2054,Male,75.0,80.0,46048.615421551716,4604.861542155172,3223.40307950862
Sweden,2055,Female,60.0,65.0,89811.52088486368,8981.15208848637,6286.806461940458
Sweden,2055,Female,65.0,70.0,67283.35234814158,6728.335234814159,4709.8346643699115
Sweden,2055,Female,70.0,75.0,25635.78798849709,2563.578798849709,1794.5051591947963
Sweden,2055,Female,75.0,80.0,40438.8041139605,4043.8804113960496,2830.716287977235
Sweden,2055,Male,60.0,65.0,88297.64526242572,8829.764526242572,6180.835168369801
Sweden,2055,Male,65.0,70.0,66253.77301823787,6625.377301823788,4637.7641112766505
Sweden,2055,Male,70.0,75.0,25208.632795580146,2520.8632795580143,1764.60429569061
Sweden,2055,Male,75.0,80.0,39829.14692340486,3982.9146923404865,2788.0402846383404
